AvantiSensor1_ORIENT_W1,AvantiSensor1_ORIENT_X1,AvantiSensor1_ORIENT_Y1,AvantiSensor1_ORIENT_Z1,AvantiSensor2_ORIENT_W2,AvantiSensor2_ORIENT_X2,AvantiSensor2_ORIENT_Y2,AvantiSensor2_ORIENT_Z2
0.802218437,-0.076491512,-0.555038989,-0.20621936,0.568259537,0.015374584,-0.822638452,-0.010528835
0.802147806,-0.076484241,-0.555103123,-0.20632422,0.568222702,0.015694557,-0.822659016,-0.010440408
0.802051783,-0.07647787,-0.555207908,-0.206417561,0.56789422,0.01577824,-0.822884142,-0.010444595
0.801892877,-0.07638856,-0.555449963,-0.20641689,0.567307889,0.015734997,-0.823288143,-0.010525474
0.80163306,-0.076459259,-0.555786908,-0.206493065,0.566939294,0.015753863,-0.823538244,-0.010796491
0.801374614,-0.076512553,-0.556098163,-0.206638172,0.566858172,0.015927413,-0.823586166,-0.0111312
0.801128209,-0.07645537,-0.556426346,-0.206731856,0.5666731,0.015990775,-0.823707104,-0.01151579
0.800921559,-0.076277249,-0.556722343,-0.2068014,0.566832185,0.015930083,-0.823594272,-0.011829613
0.800794065,-0.076180466,-0.556859374,-0.206961408,0.566950798,0.016039707,-0.823512912,-0.011669909
0.800650358,-0.076183461,-0.557042956,-0.207022294,0.566963792,0.016282635,-0.823505163,-0.011240238
0.800565064,-0.076262742,-0.557159543,-0.207009494,0.567103148,0.016424235,-0.823411465,-0.010860113
0.800538182,-0.076363981,-0.557222664,-0.206906363,0.567513406,0.016344391,-0.823132813,-0.010667002
0.800549924,-0.076458804,-0.557229877,-0.20680666,0.567689896,0.016299965,-0.823013723,-0.010537382
0.800482988,-0.076669246,-0.557273686,-0.206869304,0.5676561,0.016550152,-0.823033333,-0.010430751
0.800473213,-0.076758653,-0.557293773,-0.206819713,0.568025351,0.016634999,-0.822777331,-0.010385105
0.800500274,-0.076709479,-0.557271063,-0.206794903,0.568406761,0.016726524,-0.822512746,-0.010340179
0.800458193,-0.076690651,-0.557337284,-0.206786424,0.568570375,0.016802253,-0.822397649,-0.010381204
0.800409496,-0.076655373,-0.557409227,-0.206794083,0.568676829,0.016786752,-0.822322547,-0.010524616
0.800414562,-0.076623701,-0.557405591,-0.206795916,0.568408012,0.01670582,-0.822509766,-0.010531534
0.800383329,-0.076657511,-0.557448089,-0.206789538,0.567995906,0.016806779,-0.822789431,-0.010763037
0.80032748,-0.076621383,-0.55752039,-0.206824392,0.567965031,0.016865984,-0.82280612,-0.011024257
0.800376594,-0.076533563,-0.557448268,-0.206860423,0.568060637,0.016860366,-0.822735965,-0.011340599
0.800468266,-0.076251268,-0.557366788,-0.206830099,0.56848079,0.01683088,-0.822442114,-0.011631913
0.800644279,-0.076042309,-0.557129622,-0.20686461,0.568909645,0.016692456,-0.822148502,-0.011624509
0.800771773,-0.075932279,-0.556953251,-0.206886217,0.568873346,0.016785787,-0.822177708,-0.011201102
0.800918102,-0.075923331,-0.556770086,-0.206815958,0.568889976,0.017031537,-0.822165489,-0.010871061
0.801105142,-0.075964034,-0.556548476,-0.206673205,0.569076002,0.016796777,-0.822041094,-0.010903832
0.801237762,-0.075982198,-0.556383729,-0.206596002,0.569009304,0.016274441,-0.822095156,-0.011104112
0.801273882,-0.076106913,-0.556275189,-0.206702262,0.568673193,0.016097724,-0.822326481,-0.011446505
0.801234782,-0.076296665,-0.556237876,-0.206884354,0.568852186,0.016153842,-0.822200894,-0.011488768
0.801311135,-0.076257341,-0.556123972,-0.20690915,0.56952244,0.016706623,-0.821732759,-0.01097395
0.801478386,-0.076007962,-0.556046247,-0.206561923,0.569863021,0.01725366,-0.821491897,-0.010465558
0.801577926,-0.075770095,-0.556032002,-0.20630157,0.569568634,0.016499868,-0.821706772,-0.010828724
0.801493704,-0.075969718,-0.556024134,-0.206576094,0.569087029,0.015511449,-0.822058856,-0.010892235
0.801367462,-0.076459832,-0.556055486,-0.206800401,0.568883777,0.016391734,-0.822190464,-0.010276939
0.801363707,-0.076623119,-0.556115985,-0.206592023,0.568714738,0.017284498,-0.822294772,-0.009811468
0.801296651,-0.076451123,-0.556272924,-0.206493258,0.568411708,0.016618103,-0.822505414,-0.010813974
