AvantiSensor1_ORIENT_W1,AvantiSensor1_ORIENT_X1,AvantiSensor1_ORIENT_Y1,AvantiSensor1_ORIENT_Z1,AvantiSensor2_ORIENT_W2,AvantiSensor2_ORIENT_X2,AvantiSensor2_ORIENT_Y2,AvantiSensor2_ORIENT_Z2
0.841730893,-0.06285172,-0.478896469,-0.24124074,0.747890532,-0.010814933,-0.661975026,-0.048292108
0.840432346,-0.06404753,-0.481591165,-0.240086436,0.741192102,-0.010289234,-0.669489145,-0.048093449
0.839021325,-0.065342575,-0.48421967,-0.239384323,0.734752297,-0.010059168,-0.676563025,-0.047966324
0.837763608,-0.066226542,-0.486756355,-0.238399908,0.728461325,-0.009959012,-0.683335185,-0.047938447
0.836406052,-0.067173548,-0.489359885,-0.237570405,0.722604811,-0.009751434,-0.689548135,-0.04765242
0.835060894,-0.068286858,-0.491791666,-0.236962602,0.715981483,-0.009711485,-0.696427882,-0.047589447
0.833391666,-0.069221035,-0.494826615,-0.236249045,0.709293842,-0.009637985,-0.703279138,-0.046987284
0.831890464,-0.070060432,-0.497675568,-0.235306501,0.702527046,-0.00938002,-0.710074902,-0.046491545
0.830218196,-0.070747815,-0.500709772,-0.2345687,0.695770264,-0.008932462,-0.716728926,-0.046083428
0.828486145,-0.071642026,-0.503748834,-0.233913705,0.689148724,-0.008414535,-0.723129511,-0.045684393
0.827005744,-0.072336644,-0.506394863,-0.233223334,0.682980061,-0.007765094,-0.728997231,-0.04517968
0.825670362,-0.072800986,-0.508868694,-0.232424691,0.677304745,-0.006834933,-0.734328032,-0.044430144
0.824492931,-0.073164657,-0.51105696,-0.231687516,0.671755135,-0.005596755,-0.739470541,-0.043556072
0.82332015,-0.073505737,-0.51315397,-0.231114358,0.66604805,-0.004421482,-0.744683862,-0.042503376
0.822242916,-0.073444799,-0.51529485,-0.230204627,0.660744369,-0.003318379,-0.749471128,-0.041218009
0.821261644,-0.073425762,-0.517301202,-0.229210958,0.655017018,-0.002739154,-0.754547179,-0.040049877
0.820257962,-0.073822103,-0.519186318,-0.228413656,0.648141921,-0.002506353,-0.760528982,-0.038750779
0.819165051,-0.074490003,-0.521120667,-0.227712899,0.640881181,-0.002389283,-0.766715288,-0.037595086
0.818139732,-0.075088799,-0.522996247,-0.226901278,0.633192718,-0.002054575,-0.773136616,-0.036367487
0.817064047,-0.075772859,-0.52486217,-0.226240322,0.62672019,-0.001281921,-0.778444231,-0.035280898
0.816114068,-0.075968325,-0.526645422,-0.225458175,0.621331811,-0.000392433,-0.782795846,-0.034313932
0.815132439,-0.07605242,-0.528568745,-0.224478558,0.616590858,0.000455621,-0.786578655,-0.033310495
0.814215839,-0.07601361,-0.530461907,-0.22334899,0.611952782,0.001096665,-0.790224612,-0.032521605
0.813202918,-0.076393977,-0.532321215,-0.222484618,0.607915699,0.00128565,-0.79336524,-0.031759702
0.812239647,-0.076799408,-0.534111023,-0.221572086,0.604227185,0.001232435,-0.796208858,-0.030979209
0.811310709,-0.077310368,-0.53572607,-0.220897451,0.600965261,0.001391809,-0.798702478,-0.030221272
0.81056571,-0.077928491,-0.536906421,-0.220548734,0.595562577,0.001181268,-0.802756786,-0.029757582
0.809634268,-0.078495011,-0.538394272,-0.220142394,0.58952111,0.000591393,-0.807213485,-0.029513411
0.809087634,-0.078737035,-0.539334595,-0.219763383,0.583233535,8.62e-05,-0.811785698,-0.029031713
0.808599591,-0.079011239,-0.540099025,-0.219583929,0.576283574,-0.000535876,-0.816740811,-0.028837079
0.808102667,-0.078928716,-0.541094005,-0.218992248,0.569453895,-0.001074865,-0.821531713,-0.02840592
0.807557583,-0.07897041,-0.542128265,-0.218429595,0.564135253,-0.001326715,-0.82521522,-0.027739147
0.807132304,-0.078996167,-0.542963028,-0.217918232,0.559077263,-0.001728642,-0.828677833,-0.026889214
0.806691945,-0.079049595,-0.543869317,-0.217268124,0.554481924,-0.00170698,-0.831791639,-0.025878157
0.806101203,-0.079410516,-0.544746876,-0.21713078,0.549361289,-0.001589621,-0.835211158,-0.024941064
0.805556417,-0.079662718,-0.545684338,-0.216706023,0.544177473,-0.001270682,-0.838622451,-0.024118466
0.805113018,-0.079739235,-0.54645288,-0.216388583,0.53906703,-0.000922377,-0.841936529,-0.023425443
0.804813087,-0.079698108,-0.547109067,-0.215860575,0.534434259,-0.000879277,-0.844901383,-0.022830874
0.804478765,-0.079809718,-0.547777534,-0.215370402,0.530124843,-0.00113569,-0.847630024,-0.022127096
0.804100633,-0.079870023,-0.548573732,-0.214732096,0.524836659,-0.00187566,-0.850929201,-0.021507572
0.803652704,-0.080088846,-0.549412191,-0.214183331,0.51859194,-0.002635567,-0.854768515,-0.020651665
0.803199589,-0.080741666,-0.550004125,-0.214119032,0.511157155,-0.003605477,-0.859248102,-0.019956956
0.802738726,-0.081316836,-0.550626397,-0.214029774,0.504185498,-0.004067395,-0.863360822,-0.019714108
0.802687287,-0.08200343,-0.550403893,-0.214532226,0.497497648,-0.004394324,-0.867244124,-0.019094227
0.80268538,-0.082430869,-0.55048418,-0.214169309,0.491017878,-0.004120221,-0.870941639,-0.018577892
0.802480221,-0.083096638,-0.55057478,-0.214447498,0.485037118,-0.003692351,-0.874302447,-0.017905861
0.802691042,-0.083207287,-0.550387204,-0.21409741,0.479091108,-0.003473316,-0.877594233,-0.016977871
0.802650392,-0.083491243,-0.550598919,-0.21359393,0.471224695,-0.004228431,-0.881860197,-0.015882092
0.802419424,-0.084256917,-0.550986528,-0.213161036,0.462026417,-0.005716426,-0.886723936,-0.014829838
0.802318811,-0.085619174,-0.550604999,-0.213981748,0.452783316,-0.006688696,-0.891483426,-0.014145199
0.802905977,-0.086140312,-0.549292266,-0.214941844,0.443945229,-0.007181947,-0.895926774,-0.013287679
0.803576708,-0.086071849,-0.548431218,-0.214661479,0.436717391,-0.007255198,-0.899482489,-0.012509435
0.804076731,-0.086819828,-0.54724288,-0.215518191,0.431200653,-0.007361948,-0.902151287,-0.011623561
0.804340839,-0.08745759,-0.546583593,-0.215948075,0.428083122,-0.007503564,-0.903644025,-0.010785107
0.804308593,-0.087961681,-0.546521902,-0.216019601,0.426790237,-0.007630555,-0.904265523,-0.009779608
0.803339958,-0.088335834,-0.5480811,-0.215520233,0.424935907,-0.007164466,-0.905152857,-0.008757305
0.802307963,-0.088923156,-0.549622595,-0.215196922,0.421232462,-0.007004791,-0.906885445,-0.008538477
0.801629722,-0.088602021,-0.551067591,-0.214159355,0.416646957,-0.006856208,-0.909003496,-0.008446102
0.801664352,-0.088800743,-0.551024079,-0.214058682,0.409865767,-0.006618482,-0.912082374,-0.008494027
0.801833332,-0.088914283,-0.550709665,-0.214187831,0.40252617,-0.006147396,-0.915352523,-0.008062727
0.802576303,-0.089031935,-0.549437582,-0.214622721,0.393998772,-0.005595331,-0.919066072,-0.007162653
0.803252757,-0.08909969,-0.54825145,-0.215097189,0.384405106,-0.004962063,-0.923130214,-0.006226264
0.804278731,-0.089342363,-0.546470165,-0.215694353,0.37423113,-0.004468826,-0.927309155,-0.005370388
0.805472195,-0.08937332,-0.544582069,-0.216003269,0.364319682,-0.004603724,-0.931249976,-0.004890198
0.806777716,-0.089342944,-0.542539835,-0.216283023,0.355849653,-0.00520787,-0.934518814,-0.004348836
0.808080733,-0.089303464,-0.540456355,-0.216650531,0.34789148,-0.00594738,-0.937508404,-0.003772369
0.809011996,-0.089469858,-0.53892374,-0.216923952,0.339200079,-0.005664648,-0.940689266,-0.003875483
0.809597254,-0.08962933,-0.538048506,-0.216847599,0.331150562,-0.003212155,-0.943564475,-0.003884708
0.810330749,-0.089738481,-0.536858976,-0.217010587,0.321542174,-0.002619183,-0.946886778,-0.003046667
0.810737967,-0.089451253,-0.536578715,-0.216299847,0.309510797,-0.003635115,-0.95088619,-0.002292478
0.811433256,-0.089257985,-0.535537183,-0.216354549,0.297594756,-0.005349441,-0.954676807,-0.001001633
0.812323928,-0.089492939,-0.533893526,-0.216976404,0.28919214,-0.007002439,-0.957244277,-0.001512739
0.813135147,-0.089585952,-0.532419801,-0.217519686,0.283051968,-0.007496156,-0.959072292,-0.002403958
0.813176572,-0.090188913,-0.531862259,-0.218477353,0.275281399,-0.007269782,-0.961333215,-0.002444122
0.813309729,-0.090518579,-0.531290472,-0.219235659,0.266189992,-0.006645465,-0.963896394,-0.001588978
0.813691497,-0.090510257,-0.530570686,-0.219564915,0.256940126,-0.006195216,-0.966407478,-0.000128808
0.813859105,-0.090698965,-0.530189991,-0.219785377,0.246078476,-0.005797344,-0.969231784,0.001283624
0.813977957,-0.090874113,-0.52994895,-0.219854116,0.236388579,-0.005601212,-0.971641004,0.001725462
0.814082384,-0.091059841,-0.529709458,-0.2199682,0.229328662,-0.005339453,-0.973333538,0.001343634
0.814155996,-0.0911645,-0.529399574,-0.220398173,0.224458769,-0.005345193,-0.974468708,0.000833165
0.814091384,-0.091348223,-0.529359937,-0.220655993,0.221147418,-0.005418606,-0.975225389,0.000366544
0.813738048,-0.091629401,-0.529694855,-0.221037954,0.215035081,-0.005297247,-0.976591825,0.000532132
0.813674808,-0.091568366,-0.530008912,-0.220542893,0.206494734,-0.005177012,-0.978433073,0.00146875
0.814316273,-0.091582529,-0.529187858,-0.220140547,0.199826494,-0.005647375,-0.97981441,0.00122452
0.81507647,-0.091830246,-0.527934074,-0.220234662,0.193263933,-0.006312377,-0.981126547,0.000445903
0.815830171,-0.091817543,-0.526642263,-0.220541686,0.188793391,-0.006452439,-0.981995523,-0.000435846
0.816853106,-0.091420718,-0.524924099,-0.221016377,0.184380665,-0.005774473,-0.982837915,9.55e-05
0.817213118,-0.091472626,-0.524132073,-0.221543074,0.179931253,-0.004811993,-0.983667493,0.000243137
0.817652285,-0.091385081,-0.523405194,-0.221676499,0.174839646,-0.004114443,-0.984588325,7.28e-05
0.818585575,-0.091135614,-0.52210331,-0.221405357,0.168639407,-0.003677313,-0.985670984,0.000275402
0.819443285,-0.090974443,-0.520837486,-0.22127977,0.161859125,-0.003448768,-0.986807704,0.000603261
0.820786893,-0.090801157,-0.518450797,-0.221975461,0.155768782,-0.00337183,-0.987787485,0.000824881
0.82207191,-0.090546951,-0.516286373,-0.222368211,0.150382504,-0.003005834,-0.988623142,0.000585537
0.822842419,-0.090352453,-0.514807165,-0.22302559,0.145655051,-0.002665868,-0.989331722,0.000591559
0.823497534,-0.090161614,-0.513706267,-0.223223343,0.141065806,-0.002658707,-0.989996374,0.000850952
0.823985577,-0.090049468,-0.512875915,-0.223377109,0.136833817,-0.002734663,-0.990588605,0.001806
0.823714674,-0.090698011,-0.513261974,-0.22322695,0.131387651,-0.002656735,-0.991322458,0.003195341
0.82352829,-0.090886451,-0.513637185,-0.222975031,0.126138911,-0.003216046,-0.991999984,0.003838076
0.824033022,-0.090835646,-0.512981415,-0.222639948,0.121543385,-0.003691404,-0.992571712,0.003893455
0.824639142,-0.090619862,-0.512068987,-0.222584412,0.118721768,-0.004074427,-0.992910922,0.00408726
0.825644612,-0.090372704,-0.510302603,-0.223013937,0.116641924,-0.004101903,-0.993153572,0.004872544
0.825695753,-0.090379231,-0.510255516,-0.222929269,0.112971433,-0.003232599,-0.993569136,0.006904223
0.824917436,-0.091202855,-0.511547565,-0.222514004,0.107976772,-0.002518234,-0.994104922,0.009493789
0.824338257,-0.091894895,-0.512453973,-0.222290292,0.102732308,-0.002715336,-0.994644344,0.011018696
0.824108124,-0.09213993,-0.512827456,-0.222180262,0.09869688,-0.004010933,-0.995048761,0.010996855
0.824670017,-0.092064999,-0.511926174,-0.222205132,0.096692003,-0.004899438,-0.995249391,0.010267584
0.82540369,-0.091980539,-0.510583639,-0.222604141,0.094198957,-0.004679208,-0.995487034,0.010520836
0.82614547,-0.091824189,-0.509293258,-0.222873107,0.091176659,-0.004693596,-0.995760798,0.011198921
0.827556431,-0.091293134,-0.507349253,-0.222290292,0.087479949,-0.00511767,-0.996088505,0.011352204
0.822722316,-0.094360173,-0.515365303,-0.220506161,0.085782923,-0.006309889,-0.996228456,0.011421205
0.820983827,-0.09540683,-0.518113971,-0.220093638,0.086953543,-0.007652738,-0.996119201,0.011281366
0.818751931,-0.096266478,-0.52167356,-0.219624981,0.088514671,-0.008620122,-0.995983601,0.010370106
0.817036748,-0.097021006,-0.524225831,-0.219602466,0.086518347,-0.008905477,-0.996157169,0.010313222
0.816151798,-0.097179055,-0.525811553,-0.219031602,0.083917685,-0.009020291,-0.996377766,0.010394247
0.817249894,-0.096851952,-0.524144411,-0.219077811,0.082446717,-0.009566266,-0.996495605,0.010380033
0.818213463,-0.096765384,-0.522483766,-0.219485775,0.081018701,-0.009996542,-0.996602774,0.010903091
0.818473101,-0.096813284,-0.522012115,-0.219618917,0.078135133,-0.010522772,-0.996825099,0.011144728
0.819000602,-0.096875466,-0.52114743,-0.219677836,0.073918462,-0.011404044,-0.997138441,0.011002902
0.820921659,-0.096720502,-0.517846763,-0.220380381,0.071251661,-0.012265832,-0.997328639,0.010418827
0.821345389,-0.097212315,-0.516767323,-0.221118629,0.069700047,-0.012834267,-0.99742943,0.010575951
0.820181608,-0.09774068,-0.518328905,-0.221549034,0.068574011,-0.012910425,-0.997502208,0.010990289
0.818907499,-0.098099321,-0.520236731,-0.221632719,0.066891983,-0.013070676,-0.997616768,0.010750704
0.818643689,-0.098158501,-0.52074945,-0.221376702,0.066157475,-0.013629594,-0.997660279,0.0105597
0.819231033,-0.097991847,-0.519716442,-0.221704572,0.066310711,-0.01417635,-0.997640133,0.010784754
0.819058537,-0.098106503,-0.519781709,-0.222138494,0.067482419,-0.014615577,-0.997552574,0.011038223
0.818589389,-0.098383456,-0.52042377,-0.222241446,0.069959171,-0.014697461,-0.997380972,0.01101446
0.818881452,-0.098290369,-0.51988548,-0.222466365,0.073148914,-0.014983565,-0.99715358,0.010486918
0.818813086,-0.09814252,-0.520131588,-0.222207978,0.075952627,-0.015509224,-0.996937335,0.010344468
0.818422258,-0.098172151,-0.520646513,-0.222428665,0.077677011,-0.015761834,-0.996801555,0.010253882
0.818759561,-0.097882234,-0.520038724,-0.222737342,0.080662593,-0.016818427,-0.996541262,0.010797177
0.820231676,-0.097105697,-0.517802238,-0.22287035,0.087045044,-0.020540887,-0.995937049,0.010532227
0.821681499,-0.096011266,-0.51577425,-0.222707346,0.096763782,-0.024607405,-0.994963765,0.008860861
0.821419716,-0.095530905,-0.515975237,-0.223412812,0.105477221,-0.026033999,-0.994044542,0.008516366
0.81856811,-0.096078068,-0.519994795,-0.224322751,0.111088753,-0.02566959,-0.993439674,0.008853412
0.817194462,-0.096087262,-0.521911323,-0.224875927,0.115614384,-0.026588503,-0.992900372,0.008706679
0.818250716,-0.095177785,-0.520364106,-0.225007325,0.120181233,-0.029151332,-0.992294908,0.007613983
0.81937921,-0.094563395,-0.518326998,-0.225859627,0.126049489,-0.03089294,-0.991524398,0.00607369
0.820258617,-0.094091579,-0.516420782,-0.227227643,0.134365126,-0.030993467,-0.990436196,0.004677208
0.820949793,-0.093623549,-0.514957905,-0.228242248,0.143889427,-0.029579645,-0.989142716,0.004234724
0.820829213,-0.093155742,-0.514948308,-0.228888601,0.153960004,-0.027869219,-0.98767662,0.003891671
0.820769787,-0.092347935,-0.515359282,-0.228503183,0.16306141,-0.026808301,-0.986248136,0.002690708
0.818471193,-0.092223823,-0.519451499,-0.227530226,0.170397431,-0.026295876,-0.985023737,0.001418635
0.818106413,-0.091713205,-0.520207047,-0.227321729,0.17613779,-0.02592962,-0.984022379,0.001881927
0.8196823,-0.090323284,-0.517983377,-0.227279767,0.181388602,-0.025234532,-0.983085513,0.002157544
0.822219551,-0.088586651,-0.514084578,-0.227650359,0.188182533,-0.024208495,-0.981831431,0.002986323
0.823837221,-0.087828949,-0.511223197,-0.228537381,0.196671292,-0.023763899,-0.980177581,0.002845166
0.824640393,-0.087114014,-0.510092437,-0.228440776,0.206785932,-0.024565151,-0.978077173,0.001292736
0.825024307,-0.086800344,-0.509603322,-0.228265241,0.217404917,-0.025634952,-0.975744903,0.000425196
0.824885488,-0.086697489,-0.509825766,-0.228309557,0.229724631,-0.026452925,-0.972896039,-0.00078099
0.824504316,-0.086448856,-0.510554552,-0.228152707,0.241937324,-0.026825879,-0.969919741,-0.001669554
0.823827147,-0.086509742,-0.51171428,-0.227977023,0.253592134,-0.02596868,-0.966962516,-0.000685382
0.823438108,-0.086725056,-0.512234867,-0.228131786,0.264371157,-0.024518484,-0.964109421,-0.000327757
0.824052036,-0.086283907,-0.511504173,-0.227721229,0.27559495,-0.023679372,-0.960982084,-0.000641007
0.824870169,-0.085924216,-0.510394812,-0.227383927,0.287448317,-0.022681048,-0.957527041,-0.00121911
0.825345993,-0.084973872,-0.509837508,-0.227264866,0.298833549,-0.0212835,-0.954066396,-0.001815498
0.825049281,-0.084542841,-0.510460734,-0.227104381,0.309877008,-0.020257324,-0.950559258,-0.001925058
0.825298131,-0.084028989,-0.510203183,-0.22696887,0.32300207,-0.018504033,-0.946215034,-0.002216758
0.825656712,-0.082746595,-0.51000762,-0.226575017,0.337894291,-0.016092842,-0.941044331,-0.002142288
0.826065302,-0.08007174,-0.510679364,-0.224524647,0.351809025,-0.014043799,-0.935965002,-0.001799352
0.825573921,-0.077815071,-0.512859344,-0.222143799,0.36311543,-0.013017354,-0.931650817,-0.002241906
0.825500906,-0.07584849,-0.513932765,-0.220608652,0.372616082,-0.012049288,-0.927902341,-0.003106379
0.825134337,-0.074644491,-0.514873862,-0.220196664,0.379661769,-0.012558759,-0.925029337,-0.004521627
0.824898005,-0.073793866,-0.515417933,-0.220096022,0.384395152,-0.014054112,-0.923040032,-0.006363809
0.82469511,-0.072854601,-0.515720665,-0.220459506,0.388631046,-0.01509985,-0.921245039,-0.006788249
0.824404716,-0.072440796,-0.516028523,-0.220961675,0.394031435,-0.014416868,-0.918952584,-0.00760948
0.823809505,-0.072291121,-0.516678274,-0.221710294,0.400291383,-0.013448541,-0.916252732,-0.008190416
0.823176861,-0.072235122,-0.517678916,-0.221744835,0.406654,-0.012488177,-0.913457692,-0.00849449
0.822342813,-0.071853071,-0.519094288,-0.2216544,0.41302976,-0.011896073,-0.910596132,-0.008946355
0.821643233,-0.071633577,-0.520229995,-0.22165747,0.419041365,-0.011426057,-0.907850623,-0.009011511
0.821083963,-0.071428008,-0.521314681,-0.22124742,0.425829828,-0.011354405,-0.9046731,-0.010335553
0.821143329,-0.070857882,-0.52155304,-0.220647648,0.43128708,-0.009879673,-0.902092278,-0.011123753
0.820978642,-0.070468366,-0.522170901,-0.219922125,0.436132014,-0.009464712,-0.89975816,-0.011625167
0.820414662,-0.070981219,-0.522817433,-0.220326036,0.442106366,-0.005954591,-0.896854579,-0.012599157
0.820377111,-0.070718899,-0.522961259,-0.220208257,0.449032307,-0.000919207,-0.893469751,-0.009016791
0.819294393,-0.071028493,-0.524938285,-0.219434857,0.450219959,-0.00417003,-0.892891407,-0.0054905
0.81720835,-0.071565352,-0.528246462,-0.219099611,0.451999784,-0.010392858,-0.891949177,-0.003909986
0.816590309,-0.072548412,-0.529159009,-0.218878195,0.457884163,-0.01552033,-0.888861537,-0.005184579
0.816136777,-0.074205182,-0.529678941,-0.218756929,0.465179443,-0.019546719,-0.884967089,-0.007741508
0.814929247,-0.075825386,-0.53132087,-0.218721792,0.47358793,-0.02197676,-0.880428255,-0.008835143
0.813643277,-0.077128746,-0.532907486,-0.219192415,0.484208345,-0.022917083,-0.874591708,-0.01033359
0.81292671,-0.077751279,-0.533656895,-0.219807431,0.496931732,-0.021899899,-0.867441475,-0.011191233
0.811956108,-0.077964015,-0.535143673,-0.21970509,0.508115947,-0.02212696,-0.860942364,-0.010346294
0.811071754,-0.077594914,-0.536859691,-0.218913883,0.517737091,-0.024405962,-0.855130196,-0.010259176
0.811035037,-0.076872937,-0.537141502,-0.218613312,0.527371407,-0.026374884,-0.849146664,-0.011590629
0.811435938,-0.076996267,-0.536342144,-0.21904476,0.537492394,-0.026319703,-0.842743099,-0.013925002
0.811699986,-0.076879352,-0.535812974,-0.21940212,0.547426343,-0.024294607,-0.83634901,-0.015965497
0.811858535,-0.076089658,-0.535604,-0.21960032,0.557220936,-0.021051306,-0.829926789,-0.016835289
0.812115908,-0.07470277,-0.535380244,-0.219671115,0.564647138,-0.018769141,-0.82493031,-0.017658893
0.812427223,-0.073285945,-0.535141051,-0.219580203,0.56939739,-0.01735709,-0.821669042,-0.01858937
0.813307822,-0.071668945,-0.534173727,-0.219208956,0.572490811,-0.016420351,-0.81952399,-0.019120499
0.813812733,-0.070741005,-0.533511698,-0.219249219,0.576123238,-0.01601474,-0.816956282,-0.020206535
0.814304471,-0.070170462,-0.532743812,-0.219473228,0.579689622,-0.016362583,-0.814381897,-0.021792516
0.814466119,-0.069633603,-0.532497525,-0.219641775,0.584029675,-0.016858146,-0.811205745,-0.023886472
0.814421058,-0.069345035,-0.532474399,-0.219956219,0.588920712,-0.017259076,-0.807584286,-0.026125984
0.813916206,-0.06921009,-0.533106208,-0.220336452,0.594935119,-0.016697671,-0.803120553,-0.027771598
0.813307106,-0.06902989,-0.533900499,-0.220718563,0.601295292,-0.015821259,-0.798335731,-0.02922296
0.813040972,-0.068551376,-0.534328818,-0.220811784,0.608092487,-0.014666858,-0.793171227,-0.029802054
0.812807143,-0.0682078,-0.534712553,-0.220850661,0.615052819,-0.01368882,-0.787776053,-0.030526467
0.813079834,-0.067346819,-0.534539223,-0.220529839,0.622477472,-0.011955176,-0.781913221,-0.031479057
0.813188791,-0.06686154,-0.534378827,-0.220664665,0.63024199,-0.010028329,-0.775641084,-0.032796148
0.813209236,-0.066369914,-0.53426069,-0.221023366,0.637565553,-0.008491449,-0.769603014,-0.033905894
0.81344974,-0.065531954,-0.533849955,-0.221380189,0.643832862,-0.006970045,-0.764362216,-0.034371816
0.813918769,-0.064511307,-0.533102691,-0.221756786,0.649230778,-0.005721592,-0.759783387,-0.034587156
0.814599931,-0.063498676,-0.531923771,-0.222378418,0.653402269,-0.005023999,-0.756189644,-0.034897003
0.815321922,-0.062399868,-0.530785143,-0.222763658,0.655694604,-0.004865914,-0.754180193,-0.035407875
0.815972507,-0.061714828,-0.529726028,-0.223092899,0.657650948,-0.004189887,-0.752456903,-0.035871007
0.816481292,-0.06125797,-0.528827608,-0.223488852,0.660656929,-0.00322463,-0.749800622,-0.036353409
0.816885591,-0.060758941,-0.527994394,-0.224116862,0.665508151,-0.002216356,-0.745473683,-0.036923155
0.817261636,-0.059890877,-0.527285993,-0.224646896,0.671391487,-0.001614834,-0.740166306,-0.037220009
0.817603111,-0.059054632,-0.526628375,-0.225167021,0.67697221,-0.002158582,-0.735040963,-0.037674852
0.817986906,-0.058191173,-0.525913358,-0.225669041,0.682425141,-0.003370215,-0.729947567,-0.038229432
0.81832242,-0.057823632,-0.525036693,-0.226586103,0.687877297,-0.00474334,-0.724741936,-0.039395157
0.8184582,-0.057689849,-0.524310768,-0.227808103,0.693400621,-0.005519524,-0.719385982,-0.040610138
0.818798542,-0.057425119,-0.523261428,-0.22906068,0.69917506,-0.005823196,-0.713690042,-0.042038798
0.81954807,-0.056513492,-0.521836936,-0.229855284,0.704932034,-0.005643839,-0.707901895,-0.043752182
0.820466518,-0.05546914,-0.520081997,-0.230809212,0.711453259,-0.004847316,-0.701207578,-0.046033096
0.82155937,-0.053874247,-0.518091857,-0.231773168,0.717507541,-0.004367228,-0.694867253,-0.048206668
0.822662592,-0.05162536,-0.516272306,-0.232430905,0.722990215,-0.004188596,-0.689045727,-0.049839523
0.823981225,-0.049679276,-0.513959289,-0.233308688,0.727004707,-0.003838552,-0.684684813,-0.051541436
0.825175405,-0.047605369,-0.511872292,-0.234107226,0.730679154,-0.003753576,-0.680625737,-0.0533191
0.826258957,-0.04598143,-0.509899676,-0.234913841,0.735090375,-0.004098756,-0.675665855,-0.055691034
0.826922536,-0.044276297,-0.508676767,-0.235556275,0.740520656,-0.005739658,-0.669467211,-0.058399037
0.827368021,-0.042469751,-0.507774889,-0.236269221,0.746773481,-0.008658484,-0.662244976,-0.060715821
0.827695429,-0.040532619,-0.506854534,-0.237436786,0.753158987,-0.0123626,-0.654724956,-0.062723674
0.828013003,-0.039128941,-0.505846262,-0.238711655,0.759687185,-0.01666305,-0.646904469,-0.064131968
0.828363717,-0.038084846,-0.504702389,-0.240080714,0.765220523,-0.02087833,-0.640127957,-0.06510479
0.829069614,-0.037617579,-0.502998114,-0.241292059,0.769433737,-0.024202339,-0.634846151,-0.066005617
0.829977572,-0.038190782,-0.500810742,-0.242626339,0.772939444,-0.026088802,-0.630455136,-0.066412933
0.831357777,-0.038872402,-0.497727394,-0.244132459,0.77550292,-0.02653116,-0.627290726,-0.066317961
0.832537234,-0.039960127,-0.494600952,-0.246282071,0.777854502,-0.025867769,-0.624441743,-0.065927006
0.833711982,-0.040830471,-0.49136728,-0.248627067,0.780115068,-0.024291739,-0.62173444,-0.065398887
0.834973216,-0.040826648,-0.488510549,-0.250020981,0.782515109,-0.022224171,-0.618881583,-0.064513408
0.836405873,-0.040150404,-0.485743076,-0.25073275,0.78540659,-0.019937914,-0.615397334,-0.063447423
0.837774515,-0.039250143,-0.483260781,-0.251102746,0.789146066,-0.017198745,-0.61082983,-0.061966937
0.839439869,-0.037998587,-0.480429739,-0.251165986,0.794171512,-0.014354005,-0.604470909,-0.06083424
0.841260552,-0.036949672,-0.47703892,-0.251693338,0.7998541,-0.012094261,-0.596936047,-0.061277352
0.84351033,-0.036110438,-0.472603887,-0.252649695,0.804441214,-0.01159263,-0.590673327,-0.062010359
0.84556061,-0.0355024,-0.467979342,-0.254484475,0.80877763,-0.011872174,-0.584671438,-0.062430609
0.847744465,-0.034643672,-0.463139921,-0.256184667,0.812161803,-0.012099389,-0.580016792,-0.061869241
0.849812031,-0.034143664,-0.458450943,-0.257830769,0.816133499,-0.012213194,-0.574452758,-0.061492588
0.852174282,-0.033826284,-0.453433663,-0.258945465,0.820553422,-0.013059091,-0.568094075,-0.061571933
0.854348481,-0.03380416,-0.448756099,-0.259930789,0.825554371,-0.014660325,-0.560780048,-0.061408948
0.856890023,-0.034201641,-0.442964286,-0.261443079,0.829733908,-0.015861135,-0.554600358,-0.060900532
0.859240234,-0.034447163,-0.437340587,-0.263159215,0.83375901,-0.016116729,-0.548517227,-0.060954954
0.861667395,-0.034140326,-0.432099551,-0.263920426,0.837698996,-0.015903985,-0.542401314,-0.061714076
0.863934338,-0.033079334,-0.4274863,-0.264156818,0.840789318,-0.01578165,-0.537504792,-0.062556744
0.86599642,-0.031486955,-0.423230201,-0.264453113,0.842642784,-0.015134536,-0.53459388,-0.062720992
0.867353141,-0.030869475,-0.419723421,-0.265665293,0.844429612,-0.014289783,-0.531731069,-0.063221067
0.868526459,-0.030057259,-0.416831762,-0.266476333,0.846107483,-0.013683252,-0.529032946,-0.063556142
0.869273007,-0.029206214,-0.414925098,-0.267112046,0.847819805,-0.013575187,-0.526212513,-0.064171657
0.869921386,-0.028663533,-0.413388699,-0.267441571,0.850104153,-0.013290511,-0.522456765,-0.064694367
0.870833218,-0.028107254,-0.41132322,-0.267717898,0.853287816,-0.013142438,-0.517109156,-0.065771006
0.872286022,-0.027056998,-0.408077866,-0.268063158,0.856058717,-0.013781068,-0.512346268,-0.066897735
0.873640299,-0.026077027,-0.404670358,-0.268913865,0.858576775,-0.014517086,-0.507904708,-0.068326108
0.875126898,-0.025350025,-0.401161134,-0.269407421,0.861521363,-0.014308544,-0.502778769,-0.069208935
0.877005041,-0.023771338,-0.396981716,-0.269634455,0.864175498,-0.013493296,-0.498152733,-0.069733627
0.878619611,-0.022280205,-0.393043905,-0.27027303,0.8665694,-0.012532755,-0.493895233,-0.070486948
