sampleTimeFine,D4:22:CD:00:A9:12_acc_x,D4:22:CD:00:A9:12_acc_y,D4:22:CD:00:A9:12_acc_z,D4:22:CD:00:A9:12_gyro_x,D4:22:CD:00:A9:12_gyro_y,D4:22:CD:00:A9:12_gyro_z,D4:22:CD:00:A9:12_quat_w,D4:22:CD:00:A9:12_quat_x,D4:22:CD:00:A9:12_quat_y,D4:22:CD:00:A9:12_quat_z,D4:22:CD:00:A1:93_acc_x,D4:22:CD:00:A1:93_acc_y,D4:22:CD:00:A1:93_acc_z,D4:22:CD:00:A1:93_gyro_x,D4:22:CD:00:A1:93_gyro_y,D4:22:CD:00:A1:93_gyro_z,D4:22:CD:00:A1:93_quat_w,D4:22:CD:00:A1:93_quat_x,D4:22:CD:00:A1:93_quat_y,D4:22:CD:00:A1:93_quat_z
3037853,0.18137237429618835,0.27890026569366455,0.11010342091321945,-0.35449421405792236,0.12173287570476532,-0.2717234194278717,0.6700896620750427,-0.34688645601272583,-0.4369826018810272,-0.48958736658096313,-0.2580786347389221,-0.05009503662586212,-0.14891955256462097,0.0403389111161232,-0.01376088336110115,-0.42650410532951355,0.4778461754322052,-0.5126050710678101,-0.44831356406211853,-0.5548999905586243
3038020,9.078763008117676,-0.3960493505001068,3.7291712760925293,0.8069090247154236,-0.09553537517786026,0.5297411680221558,0.6701564788818359,-0.34694796800613403,-0.43669453263282776,-0.4897094964981079,9.839228630065918,0.0772923156619072,0.7040742039680481,0.5774319171905518,0.37616729736328125,0.74897301197052,0.4777601957321167,-0.5126871466636658,-0.44827115535736084,-0.5549325942993164
3038187,9.080945014953613,-0.3918915092945099,3.739396810531616,0.5998430252075195,-0.06805294007062912,0.2614736258983612,0.670413076877594,-0.3469984531402588,-0.4363993704319,-0.4895855486392975,9.8141450881958,0.09550745785236359,0.7157044410705566,0.5470295548439026,0.1484704166650772,0.8248120546340942,0.47797471284866333,-0.5126001834869385,-0.44848352670669556,-0.554656445980072
3038353,9.069108009338379,-0.3874748945236206,3.768939733505249,0.6313082575798035,-0.23027099668979645,0.3741695284843445,0.6707822680473328,-0.3469126224517822,-0.43621763586997986,-0.48930248618125916,9.8211088180542,0.07996801286935806,0.7030736804008484,0.3787926435470581,-0.19875456392765045,0.7404696345329285,0.47801557183265686,-0.5125198364257812,-0.44862422347068787,-0.5545817017555237
3038853,9.109683990478516,-0.33678215742111206,3.7160370349884033,0.5824583172798157,-0.3757510781288147,0.3855607509613037,0.6711167097091675,-0.3468448221683502,-0.43584534525871277,-0.48922380805015564,9.812236785888672,0.0786675214767456,0.7081038355827332,0.18034541606903076,-0.5524914860725403,0.7180839776992798,0.4780142903327942,-0.512548565864563,-0.44872671365737915,-0.554473340511322
3039020,9.094810485839844,-0.35048261284828186,3.70668888092041,0.6404904127120972,-0.22833722829818726,0.3030815124511719,0.6711081862449646,-0.3467698097229004,-0.4359561800956726,-0.48918989300727844,9.83339786529541,0.09245084971189499,0.7072089314460754,0.0986921414732933,-0.8014597296714783,0.5126574039459229,0.4780633747577667,-0.5125472545623779,-0.448877215385437,-0.5543103814125061
3039187,9.116964340209961,-0.3430977463722229,3.6998367309570312,0.48714712262153625,-0.022385498508810997,0.33363741636276245,0.6711652278900146,-0.34664154052734375,-0.43610700964927673,-0.48906803131103516,9.860512733459473,0.09711481630802155,0.6991028785705566,-0.04383613169193268,-0.8752371668815613,0.425586998462677,0.4780358672142029,-0.5125841498374939,-0.4489847719669342,-0.5542129278182983
3039353,9.114568710327148,-0.35098686814308167,3.7019646167755127,0.40697935223579407,0.08003327250480652,0.3367493450641632,0.6711404919624329,-0.34658724069595337,-0.4362106919288635,-0.4890480041503906,9.853096961975098,0.08695455640554428,0.6640640497207642,-0.24665027856826782,-0.8854822516441345,0.3280922770500183,0.47791430354118347,-0.5126811861991882,-0.44903564453125,-0.5541868209838867
3039520,9.114832878112793,-0.3561759293079376,3.702307939529419,0.5750754475593567,0.24783486127853394,0.38064947724342346,0.671142578125,-0.3465140163898468,-0.43630915880203247,-0.48900914192199707,9.883112907409668,0.09415756911039352,0.6707509160041809,-0.34766677021980286,-0.6760855913162231,0.37940728664398193,0.4778430461883545,-0.512763500213623,-0.4491227865219116,-0.5541015267372131
3039687,9.118745803833008,-0.35303962230682373,3.742086172103882,0.6308344006538391,0.25897642970085144,0.36976414918899536,0.6710994839668274,-0.34649011492729187,-0.43636634945869446,-0.48903438448905945,9.884025573730469,0.07718170434236526,0.6637011766433716,-0.331825315952301,-0.38886481523513794,0.4340263903141022,0.47782498598098755,-0.5128065943717957,-0.4492197334766388,-0.5539985299110413
