Sensor1_q0,Sensor1_q1,Sensor1_q2,Sensor1_q3,Sensor2_q0,Sensor2_q1,Sensor2_q2,Sensor2_q3
0.639175177,-0.371885836,-0.546041369,-0.393693864,0.378528595,-0.616812706,-0.543888927,-0.424786121
0.639156103,-0.371930927,-0.546038032,-0.393686801,0.378772259,-0.616674781,-0.543829441,-0.424845278
0.639153421,-0.371953189,-0.5460006,-0.393722296,0.379025936,-0.616523445,-0.543824792,-0.424844295
0.639161825,-0.371954054,-0.545955181,-0.393770695,0.379286498,-0.616353393,-0.543856978,-0.424817592
0.63918525,-0.371947825,-0.545872748,-0.39385283,0.379565686,-0.616167724,-0.543883443,-0.424803615
0.639209867,-0.371946752,-0.545813918,-0.393895477,0.37992245,-0.615948439,-0.543855906,-0.424838245
0.639227509,-0.37197274,-0.545738757,-0.393946141,0.380313069,-0.6157161,-0.543785036,-0.424916297
0.639226437,-0.371990502,-0.545663893,-0.394034982,0.380641967,-0.615485489,-0.543705285,-0.42505759
0.639250338,-0.371926337,-0.545611143,-0.394129843,0.380870879,-0.615270257,-0.54365468,-0.425228804
0.639308751,-0.371911347,-0.545500875,-0.394201964,0.381028444,-0.61510247,-0.5436185,-0.425376713
0.639398396,-0.371874392,-0.545377553,-0.394261658,0.381175637,-0.614973605,-0.543554604,-0.42551288
0.639484048,-0.371813089,-0.545231521,-0.394382834,0.381331742,-0.614880323,-0.543441117,-0.425652534
0.639572382,-0.371725202,-0.545084238,-0.394525856,0.381496996,-0.614780605,-0.543291807,-0.425839275
0.639680982,-0.371591359,-0.544979572,-0.394620657,0.381690234,-0.614634335,-0.54313302,-0.426079541
0.639786482,-0.371446639,-0.544914365,-0.39467594,0.381947041,-0.614431262,-0.54295224,-0.426372588
0.639882982,-0.371318072,-0.544840515,-0.394742399,0.38226819,-0.614184439,-0.542755127,-0.426691443
0.639975607,-0.371193618,-0.544731855,-0.394859225,0.38263464,-0.613912821,-0.542546749,-0.427018702
0.640088022,-0.371040791,-0.544611275,-0.394987077,0.383032471,-0.613600612,-0.542321265,-0.427397281
0.640213609,-0.37089166,-0.544457674,-0.395135403,0.383464694,-0.613235116,-0.542081118,-0.427838594
0.640358984,-0.370759785,-0.544257522,-0.395298958,0.383942991,-0.612830818,-0.541788459,-0.428359061
0.640514016,-0.370618939,-0.544037819,-0.395482153,0.384467632,-0.612410843,-0.541438341,-0.428931624
0.640693665,-0.370469898,-0.543782651,-0.395681977,0.385050923,-0.611969411,-0.541031241,-0.429551274
0.640869081,-0.370295614,-0.543538451,-0.395896345,0.38571915,-0.611482263,-0.540547252,-0.430254728
0.64107722,-0.370080352,-0.543300331,-0.396087587,0.386509746,-0.610944271,-0.539974749,-0.431027442
0.641279221,-0.369892687,-0.543024302,-0.396314204,0.387426347,-0.61032778,-0.539331615,-0.431882203
0.641440153,-0.369734526,-0.542740047,-0.39659071,0.388416797,-0.609638333,-0.538677037,-0.432782471
0.641607285,-0.369573027,-0.542424679,-0.396902204,0.389458388,-0.608890295,-0.538018286,-0.433717728
0.641786635,-0.369378835,-0.542102456,-0.397233099,0.390599757,-0.608020961,-0.53733933,-0.434751481
0.641992509,-0.369178414,-0.541761875,-0.397551388,0.391893536,-0.607019126,-0.536625445,-0.435867488
0.642240167,-0.368932188,-0.541422009,-0.397843033,0.393317968,-0.605917096,-0.535881341,-0.437031716
0.642468393,-0.368670553,-0.541112304,-0.398138165,0.394829214,-0.604720294,-0.535153687,-0.438216776
0.642562807,-0.368534893,-0.540783405,-0.39855805,0.396419168,-0.603380978,-0.534434497,-0.439503461
0.642623186,-0.368397087,-0.540540576,-0.398917198,0.39801839,-0.601882517,-0.53377372,-0.44091329
0.642730236,-0.368248671,-0.540232897,-0.39929834,0.399667084,-0.600268126,-0.533157706,-0.442365676
0.642816663,-0.368209779,-0.539908409,-0.399633855,0.401407659,-0.598528802,-0.532578409,-0.443841845
0.642838299,-0.368164003,-0.539740205,-0.399868488,0.403273433,-0.596641541,-0.53199476,-0.445388734
0.642858624,-0.368082941,-0.539619148,-0.400073737,0.405265361,-0.594634473,-0.531319499,-0.447067976
0.642907262,-0.367989033,-0.539477944,-0.400272489,0.40724358,-0.592623055,-0.53055501,-0.448845446
0.643000543,-0.367877036,-0.539348245,-0.400400221,0.409184188,-0.590594947,-0.529773831,-0.450672776
0.643143237,-0.367749125,-0.53920877,-0.400476456,0.411016643,-0.588658094,-0.529020965,-0.452420175
0.643335402,-0.367600322,-0.538951337,-0.400650829,0.412751049,-0.586847663,-0.52824986,-0.454090744
0.643574893,-0.36740607,-0.538701236,-0.400780559,0.414361775,-0.585178375,-0.527471006,-0.455680817
0.643811047,-0.367215723,-0.538422406,-0.4009507,0.415887117,-0.583643079,-0.52664876,-0.457208872
0.644038379,-0.367021084,-0.538123131,-0.401165247,0.417378664,-0.582210183,-0.52576834,-0.458687156
0.644275963,-0.366798192,-0.537833989,-0.401375532,0.418894291,-0.580844581,-0.524778306,-0.460168421
0.644516647,-0.366579443,-0.537568212,-0.401544958,0.420390159,-0.57956475,-0.523696721,-0.461647958
0.64475596,-0.366385579,-0.537220836,-0.401802599,0.421890736,-0.578353822,-0.522554219,-0.463089973
0.644990683,-0.366115689,-0.536949277,-0.402034849,0.423324436,-0.577214539,-0.521378696,-0.464525908
0.645225406,-0.365863144,-0.536653101,-0.40228346,0.424611062,-0.576160848,-0.520231187,-0.465944082
0.645460844,-0.365658075,-0.53632015,-0.402536124,0.425804943,-0.575175583,-0.519142866,-0.467283696
0.645710111,-0.365460694,-0.535955191,-0.402801603,0.426968068,-0.574256241,-0.518051744,-0.468562275
0.645984232,-0.365219384,-0.535570085,-0.403092831,0.428159803,-0.573353291,-0.516944826,-0.469801456
0.646249354,-0.364957035,-0.535185277,-0.403416485,0.429364979,-0.572459757,-0.515818715,-0.471027195
0.646509051,-0.364663839,-0.534812987,-0.403759122,0.430556446,-0.571555018,-0.514691114,-0.472270161
0.646755576,-0.364395142,-0.53444618,-0.404092282,0.431686789,-0.570641041,-0.513586938,-0.473544031
0.647024572,-0.364120752,-0.534041882,-0.404443413,0.432770044,-0.569719255,-0.512469172,-0.474874526
0.647321999,-0.363817185,-0.533616304,-0.404802203,0.433793128,-0.568796754,-0.511375248,-0.476224065
0.647652328,-0.363496155,-0.533125103,-0.405209392,0.434770763,-0.567860484,-0.510283351,-0.477619052
0.64798671,-0.363193363,-0.532625496,-0.405603051,0.435789406,-0.566815019,-0.509155512,-0.479133695
0.648395538,-0.362827271,-0.532115698,-0.405946553,0.436950892,-0.565629423,-0.50787431,-0.480833888
0.648811579,-0.36249432,-0.531573296,-0.406290025,0.438224733,-0.564312458,-0.506486833,-0.482681751
0.649221182,-0.362182498,-0.531004012,-0.406657517,0.43961373,-0.56290108,-0.505006492,-0.484613925
0.649598837,-0.3619017,-0.530436218,-0.407045394,0.441068441,-0.561440945,-0.503467858,-0.486582994
0.649980605,-0.361577481,-0.529910088,-0.407409281,0.442583501,-0.559949398,-0.501916707,-0.488524497
0.650393844,-0.36121732,-0.529365003,-0.407777816,0.444159567,-0.558434367,-0.500351608,-0.490430295
0.650835335,-0.360812217,-0.528792679,-0.408174306,0.445839643,-0.556864977,-0.498755962,-0.492311835
0.651275277,-0.360416025,-0.528196573,-0.408594429,0.447703511,-0.555182636,-0.497093558,-0.494198263
0.651705801,-0.360037684,-0.527579069,-0.409038931,0.449673057,-0.553407967,-0.495376945,-0.496120572
0.652158618,-0.359633714,-0.526926816,-0.409512997,0.451677501,-0.551566303,-0.493671209,-0.498047173
0.652622163,-0.359218925,-0.526281476,-0.409968466,0.45370397,-0.549665213,-0.492009819,-0.499947459
0.653158069,-0.358726621,-0.525598645,-0.41042158,0.455806226,-0.547686338,-0.490379423,-0.501805484
0.653740466,-0.358165413,-0.524929821,-0.410840273,0.457906038,-0.545669794,-0.488734722,-0.503691375
0.654300272,-0.357626438,-0.524193823,-0.411358088,0.460004866,-0.543580472,-0.487153262,-0.505566657
0.654864371,-0.357019424,-0.52344209,-0.411944509,0.462063253,-0.541423798,-0.485578835,-0.507515073
0.655512631,-0.356290042,-0.522640169,-0.412562847,0.464018136,-0.539236784,-0.483995587,-0.509568036
0.656219542,-0.355585933,-0.521784067,-0.413129836,0.465899885,-0.537059486,-0.482433349,-0.511627197
0.656920731,-0.354892135,-0.520975888,-0.413631469,0.46773994,-0.534913301,-0.480902076,-0.513634622
0.657644868,-0.35413307,-0.520166636,-0.414149642,0.46956408,-0.532784641,-0.479385406,-0.515596569
0.658311784,-0.353405833,-0.519407928,-0.414663136,0.471386611,-0.530662656,-0.477812707,-0.517577946
0.658975005,-0.35268259,-0.518640518,-0.415185511,0.473164499,-0.528571367,-0.476201981,-0.51957655
0.659644902,-0.351966172,-0.517839313,-0.415729672,0.474824548,-0.526569903,-0.474629194,-0.521529555
0.660281837,-0.35130471,-0.517012358,-0.416306883,0.476335138,-0.52471453,-0.473142743,-0.523369551
0.660904825,-0.350675136,-0.516172588,-0.416890442,0.477719516,-0.52302444,-0.471766531,-0.525039077
0.661566854,-0.350006104,-0.515292764,-0.41749084,0.479029149,-0.521469533,-0.470456988,-0.526565313
0.662240744,-0.349297404,-0.514375269,-0.41814658,0.480327547,-0.519986033,-0.469148606,-0.528014958
0.662909567,-0.348570943,-0.513426125,-0.418858975,0.481670409,-0.518483579,-0.46778214,-0.529479325
0.663606644,-0.347811311,-0.512428582,-0.419607669,0.483126283,-0.516889393,-0.466279238,-0.531035125
0.664320648,-0.347048312,-0.511435747,-0.420320302,0.484713703,-0.515185118,-0.464684844,-0.532639742
0.665031135,-0.346323818,-0.510345101,-0.421119153,0.486364216,-0.513414621,-0.463051051,-0.534265041
0.665782809,-0.345460385,-0.509317636,-0.421884149,0.487993747,-0.511596501,-0.461426944,-0.535926044
0.666545093,-0.344551921,-0.508309245,-0.422638625,0.489486456,-0.509791911,-0.459876925,-0.53761369
0.667310834,-0.343718946,-0.507282972,-0.423340917,0.490906209,-0.507997751,-0.4583745,-0.539297938
0.668115735,-0.342866063,-0.506173968,-0.424090028,0.492410004,-0.506166041,-0.456843019,-0.540946305
0.668967307,-0.341922641,-0.505029738,-0.424872845,0.494052261,-0.504216611,-0.455211252,-0.542642355
0.669819951,-0.340928257,-0.503850222,-0.425727904,0.495832264,-0.502111435,-0.453410268,-0.544475794
0.670686662,-0.339913219,-0.50263834,-0.426606327,0.497746527,-0.499808401,-0.451464236,-0.546461344
0.671523929,-0.338956743,-0.501379967,-0.42753014,0.499727607,-0.497391671,-0.449428022,-0.548533082
0.672382593,-0.337995648,-0.500128627,-0.428406268,0.501699448,-0.494928747,-0.447380751,-0.55063045
0.673288405,-0.336979091,-0.498866498,-0.429255068,0.503580272,-0.492435396,-0.445429832,-0.552726865
0.674231529,-0.33588025,-0.497653544,-0.43004334,0.505358338,-0.489987612,-0.443555743,-0.55478251
0.675187409,-0.334741652,-0.496451825,-0.43081966,0.50706768,-0.48756212,-0.441747248,-0.556798995
0.676191866,-0.333554506,-0.495226473,-0.43157497,0.508753896,-0.485095084,-0.439945519,-0.558838487
0.677211523,-0.332376301,-0.493931204,-0.432368457,0.510396838,-0.482634634,-0.438167989,-0.560863554
0.678212881,-0.331225932,-0.492630035,-0.43316564,0.511999011,-0.480227768,-0.436433107,-0.562818408
0.67922008,-0.330044448,-0.491375268,-0.433913916,0.513532758,-0.477936476,-0.434796393,-0.564635336
0.680212557,-0.328843564,-0.490138829,-0.43466869,0.514997363,-0.475778013,-0.433253348,-0.566308022
0.681185603,-0.327626735,-0.488912821,-0.435443848,0.516415894,-0.473738045,-0.43174997,-0.567872465
0.682123542,-0.326425493,-0.487725317,-0.436208755,0.517825067,-0.471745074,-0.430226475,-0.569402337
0.683087528,-0.325184256,-0.486512661,-0.436980754,0.519281805,-0.469711483,-0.428600132,-0.570981264
0.684013546,-0.324005842,-0.485314727,-0.437739193,0.520777106,-0.467643768,-0.426894099,-0.572592437
0.684993029,-0.32278946,-0.484093189,-0.438458025,0.522248387,-0.465593398,-0.42519024,-0.574188948
0.685915291,-0.321624666,-0.482916713,-0.439169109,0.523626804,-0.463626653,-0.423550427,-0.575734735
0.686837494,-0.320449442,-0.481729239,-0.439890206,0.524922669,-0.46173808,-0.421987683,-0.577217937
0.687791228,-0.319215864,-0.480530858,-0.440607309,0.52615577,-0.459917307,-0.420443028,-0.578674376
0.688689053,-0.318051308,-0.479313165,-0.441372633,0.527369797,-0.458087027,-0.418904692,-0.580134809
0.689564943,-0.316912442,-0.478003114,-0.442244232,0.52856344,-0.456226975,-0.417350262,-0.581632674
0.690428317,-0.315683931,-0.476725668,-0.44315362,0.529640853,-0.454369575,-0.415777951,-0.583230495
0.691271424,-0.314511031,-0.475471973,-0.444019407,0.530620694,-0.452589482,-0.414237469,-0.584817886
0.692121863,-0.313417882,-0.474227458,-0.444797754,0.531554818,-0.450900733,-0.41275838,-0.586318016
0.692978024,-0.31229338,-0.473035097,-0.445525169,0.53245759,-0.449285328,-0.411373019,-0.587710977
0.693805575,-0.311151445,-0.471887529,-0.446252078,0.533356428,-0.447704852,-0.410019875,-0.589045882
0.694585443,-0.31005308,-0.470755637,-0.446998566,0.534267724,-0.446108818,-0.408688694,-0.590354621
0.695307553,-0.309052199,-0.469644248,-0.447737008,0.53516072,-0.444533855,-0.407384217,-0.591634154
0.696014225,-0.308101237,-0.468552262,-0.448438317,0.536017597,-0.443019211,-0.406142086,-0.592847288
0.696710646,-0.307185054,-0.467478871,-0.449105144,0.536856234,-0.441575497,-0.40496248,-0.593971491
0.697394788,-0.306285769,-0.466447443,-0.449729174,0.537652731,-0.440241694,-0.40386343,-0.594988585
0.698036015,-0.305394471,-0.465484619,-0.450337589,0.538404286,-0.438982844,-0.402823925,-0.595942914
0.698679388,-0.304507881,-0.464532375,-0.450923443,0.539158762,-0.437745303,-0.401795387,-0.596864879
0.699297369,-0.303666353,-0.463591099,-0.45150125,0.539919138,-0.436500907,-0.400746703,-0.597792923
0.699935675,-0.302777886,-0.462640464,-0.452083796,0.540719569,-0.435213476,-0.399601877,-0.598773718
0.700558782,-0.301934272,-0.461701095,-0.45264259,0.54159826,-0.43383342,-0.398395091,-0.599784374
0.701213658,-0.301033139,-0.460692465,-0.453255922,0.542557836,-0.43234095,-0.397076428,-0.600868225
0.701911271,-0.299969196,-0.459709436,-0.453879029,0.543585241,-0.430675298,-0.395620406,-0.602095008
0.702643573,-0.298936754,-0.458640933,-0.454507917,0.544728458,-0.428869009,-0.394009829,-0.603405774
0.703414977,-0.297863364,-0.457486391,-0.455182761,0.546000659,-0.426902533,-0.392258912,-0.604789615
0.704229116,-0.296690226,-0.45632717,-0.455852956,0.547371864,-0.424812049,-0.39038378,-0.606233597
0.705048203,-0.295506775,-0.455102533,-0.456579208,0.548724592,-0.422659576,-0.388467282,-0.607744753
0.705866039,-0.294305325,-0.453852236,-0.457335442,0.549960256,-0.420540184,-0.386631519,-0.609266639
0.706698298,-0.293074071,-0.452616751,-0.458064646,0.55108273,-0.4184843,-0.384905189,-0.610759199
0.707563698,-0.291812986,-0.451319247,-0.458813637,0.552111983,-0.416487217,-0.383290291,-0.612208784
0.708426118,-0.290542156,-0.450011045,-0.459573537,0.553092718,-0.414540738,-0.381761461,-0.613598287
0.709251106,-0.289293468,-0.448732227,-0.460338593,0.554040551,-0.41263178,-0.380273879,-0.614952087
0.710087359,-0.288019776,-0.447415113,-0.461129278,0.554934025,-0.410749376,-0.378788948,-0.616321683
0.710941851,-0.28673327,-0.446057171,-0.461929291,0.555804431,-0.40889594,-0.37727502,-0.617696702
0.711773217,-0.28550899,-0.444658846,-0.462754935,0.556702197,-0.407011241,-0.375693649,-0.619095445
0.712646246,-0.284233361,-0.443181038,-0.46361351,0.557662368,-0.405050069,-0.373990983,-0.62054652
0.713536084,-0.282947302,-0.441654205,-0.464487582,0.558674395,-0.40299508,-0.372181565,-0.622060239
0.714456797,-0.281621307,-0.440032721,-0.465416282,0.559733868,-0.400842667,-0.370269358,-0.623637676
0.71541363,-0.28021124,-0.438321382,-0.466411322,0.560825944,-0.398542732,-0.368251562,-0.625322878
0.716499507,-0.278595001,-0.436522692,-0.467398494,0.561900079,-0.396066546,-0.366073459,-0.627208114
0.717662156,-0.276852041,-0.434619546,-0.468422979,0.562927306,-0.393439382,-0.363662988,-0.629339039
0.718877017,-0.275016874,-0.432708055,-0.469409734,0.563872218,-0.390704989,-0.361044019,-0.631700158
0.720093608,-0.273157209,-0.430836648,-0.470351279,0.564749897,-0.387976825,-0.358297467,-0.634156585
0.721300483,-0.271336973,-0.428813785,-0.471402913,0.565632939,-0.385290891,-0.355520397,-0.636565506
0.722431839,-0.26961413,-0.426839173,-0.472450048,0.56654644,-0.382725358,-0.35279265,-0.638814569
0.723489761,-0.267953575,-0.424839646,-0.473576874,0.56746918,-0.38029632,-0.350205541,-0.640866458
0.724476576,-0.266336083,-0.42285195,-0.474757999,0.568371177,-0.377985954,-0.347786427,-0.642748535
0.725413442,-0.264747798,-0.420924336,-0.475927413,0.569244564,-0.375811547,-0.345564306,-0.64444679
0.726310253,-0.263291717,-0.419095427,-0.476979971,0.57011354,-0.373793393,-0.34359315,-0.645904839
0.727184057,-0.261885554,-0.41742292,-0.477888793,0.571015775,-0.37190643,-0.341923118,-0.64708215
0.72801441,-0.260508418,-0.415905386,-0.478699505,0.57191062,-0.370114148,-0.34048605,-0.648076534
0.728796303,-0.259184003,-0.414494932,-0.479451388,0.572810888,-0.368333369,-0.339199752,-0.648969829
0.729560733,-0.257868081,-0.413146317,-0.480161816,0.573714972,-0.366548866,-0.337972522,-0.649821401
0.730264962,-0.256659657,-0.411895394,-0.480812967,0.574611187,-0.364730746,-0.336755186,-0.65068382
0.730943382,-0.255479932,-0.410663664,-0.481463581,0.575514555,-0.362887621,-0.335488498,-0.651569843
0.73160547,-0.254374146,-0.409399211,-0.482120097,0.5764063,-0.361074448,-0.334183872,-0.652458668
0.732302547,-0.253287852,-0.408070177,-0.482759953,0.577261031,-0.359382421,-0.332781971,-0.653353095
0.73303169,-0.252206355,-0.406658471,-0.483410329,0.578028738,-0.357863337,-0.331262738,-0.65427953
0.733739138,-0.251208693,-0.405141115,-0.484130025,0.578743398,-0.356461734,-0.32960251,-0.655250669
0.734411597,-0.250333816,-0.40359202,-0.484856933,0.579451323,-0.355123222,-0.327812761,-0.656248868
0.735071957,-0.249494806,-0.402026922,-0.485588431,0.580182016,-0.353853136,-0.325945705,-0.657218575
0.735684693,-0.248675272,-0.400461078,-0.486374021,0.580880642,-0.352644444,-0.324022174,-0.658201456
0.736283958,-0.247799069,-0.398983479,-0.487128139,0.581461251,-0.351516426,-0.322046429,-0.659261167
0.736883402,-0.246968478,-0.397479028,-0.487872869,0.581988931,-0.350441962,-0.320040315,-0.660343528
0.737459421,-0.246234015,-0.395947695,-0.488618404,0.582514048,-0.349390566,-0.318020672,-0.661412477
0.738063455,-0.245484591,-0.394368619,-0.489360034,0.583098233,-0.348306417,-0.315968513,-0.66245234
0.73866713,-0.244692162,-0.39276889,-0.490132123,0.58378756,-0.347099394,-0.313845694,-0.663487017
0.739249289,-0.243877918,-0.391186744,-0.490924776,0.58456558,-0.345795155,-0.311648339,-0.664518118
0.739860892,-0.242988423,-0.389614105,-0.49169457,0.58542496,-0.344343513,-0.309389532,-0.66557008
0.740508139,-0.242011234,-0.388071805,-0.492421091,0.586355984,-0.34273845,-0.307028383,-0.666671276
0.74119848,-0.240966648,-0.386464924,-0.493158042,0.587331712,-0.341023117,-0.304562718,-0.667822003
0.741942108,-0.239885271,-0.384854943,-0.493825823,0.58833611,-0.339208007,-0.301970929,-0.669038415
0.742728233,-0.238757774,-0.383175194,-0.494496256,0.589327633,-0.337394983,-0.299379826,-0.670245945
0.743492484,-0.237672254,-0.381529599,-0.495142609,0.590275764,-0.335714579,-0.296892017,-0.67136097
0.744233906,-0.236622885,-0.37993595,-0.495756537,0.591127098,-0.334261745,-0.294610441,-0.672341228
0.744951308,-0.235631183,-0.378402352,-0.496323764,0.591844022,-0.333048165,-0.292604774,-0.67318809
0.745637774,-0.234700426,-0.37702617,-0.496781021,0.592444241,-0.332066447,-0.2908355,-0.673911393
0.746278167,-0.233807549,-0.375840038,-0.497139215,0.592882872,-0.331361294,-0.289360791,-0.67450732
0.746837318,-0.233020261,-0.374864906,-0.49740535,0.593197465,-0.330875039,-0.288195759,-0.674968183
0.747318089,-0.232344583,-0.374077111,-0.49759239,0.593483865,-0.330434591,-0.287232369,-0.6753425
0.747739196,-0.231737837,-0.373404443,-0.497747809,0.593778014,-0.329931527,-0.286418676,-0.675675511
0.748131156,-0.231145903,-0.37277323,-0.497907579,0.594111443,-0.329332203,-0.28574419,-0.675960302
0.748464227,-0.230595306,-0.37225759,-0.49804762,0.59441638,-0.328682363,-0.285175145,-0.676248908
0.748750746,-0.230114937,-0.371761411,-0.498209745,0.594676316,-0.328012973,-0.284662217,-0.676561236
0.748995423,-0.229667097,-0.371262074,-0.498420984,0.594890475,-0.327361524,-0.284140259,-0.676907778
0.749244869,-0.229237542,-0.370736927,-0.498634696,0.595084369,-0.326745033,-0.283545494,-0.677284658
0.749514222,-0.228888825,-0.370140523,-0.498833001,0.595359147,-0.326133549,-0.282869279,-0.67762059
0.749826729,-0.228521332,-0.369517803,-0.498993665,0.59574157,-0.325519145,-0.282179832,-0.677867234
0.750149786,-0.22810927,-0.368955463,-0.499112546,0.596190214,-0.324848086,-0.281430364,-0.678106248
0.750488162,-0.227678552,-0.368372321,-0.499231398,0.596678555,-0.324025244,-0.280597866,-0.678415358
0.750855803,-0.22722742,-0.367720783,-0.499364465,0.597221673,-0.322982132,-0.279683292,-0.678812325
0.751270533,-0.226724148,-0.367042243,-0.499468744,0.59780395,-0.32175985,-0.278645933,-0.679306626
0.751741409,-0.226136506,-0.366297841,-0.499572873,0.598424613,-0.320388526,-0.277497143,-0.679878354
0.752215028,-0.225548223,-0.365454823,-0.499743342,0.599094868,-0.318925202,-0.276293159,-0.680466235
0.752668917,-0.224978566,-0.364549965,-0.499977648,0.599740982,-0.317435652,-0.27511999,-0.68106848
0.753132105,-0.224391147,-0.363606811,-0.50023067,0.600299299,-0.31594047,-0.274013847,-0.681717634
0.753593564,-0.223798454,-0.362658978,-0.500489295,0.600782931,-0.314426243,-0.272973567,-0.68240875
0.754102111,-0.223150507,-0.361702591,-0.500704765,0.601241887,-0.312862456,-0.271980226,-0.683119476
0.754586458,-0.222559571,-0.360714734,-0.500950575,0.601722538,-0.311302066,-0.271115273,-0.683752596
0.754989862,-0.221930519,-0.359838784,-0.501251817,0.602146268,-0.309862673,-0.270451933,-0.684295833
0.755390108,-0.221267,-0.359014958,-0.501532793,0.602440536,-0.308620214,-0.269989073,-0.684780896
0.755773425,-0.220652446,-0.358200401,-0.501808226,0.602675557,-0.307556897,-0.269708037,-0.6851632
0.756100535,-0.220062107,-0.357514113,-0.502064228,0.602887273,-0.306562275,-0.26946786,-0.685517013
0.756417871,-0.219473973,-0.356884718,-0.502291441,0.603128433,-0.305557787,-0.26913926,-0.68588227
0.756754696,-0.218839243,-0.356238604,-0.502519667,0.603397369,-0.304615259,-0.268756032,-0.686215281
0.757082164,-0.218244269,-0.35558182,-0.502750039,0.603674471,-0.303865671,-0.268447429,-0.686424971
0.757358909,-0.217700318,-0.355027527,-0.502960801,0.603955984,-0.303248793,-0.268133342,-0.686572671
0.757608891,-0.217207238,-0.354537666,-0.503143132,0.604276299,-0.302611321,-0.267619252,-0.686772823
0.757876635,-0.2167207,-0.353995085,-0.503331721,0.604641378,-0.30193451,-0.266901493,-0.687028527
0.758181989,-0.216231167,-0.353341103,-0.503541887,0.604984164,-0.301331848,-0.266156524,-0.687280297
0.758464575,-0.215821519,-0.352714598,-0.503731251,0.605278432,-0.300801516,-0.265438646,-0.687531114
0.758753538,-0.215446427,-0.352062732,-0.503912747,0.605542421,-0.300269425,-0.264816582,-0.687771201
0.759007692,-0.215155393,-0.351393938,-0.504120827,0.605821073,-0.299623042,-0.264244407,-0.688027561
0.759295464,-0.214805946,-0.350700527,-0.504319429,0.606094718,-0.298878521,-0.263716191,-0.688312888
0.759595335,-0.214438215,-0.349980056,-0.504524946,0.606387675,-0.298074782,-0.263207138,-0.688598275
0.759910643,-0.214037731,-0.349275529,-0.50470829,0.606660783,-0.297334939,-0.262763709,-0.688846707
0.760237813,-0.213620871,-0.348580539,-0.50487262,0.606953084,-0.296686918,-0.26232636,-0.689035356
0.760521293,-0.213267177,-0.347854316,-0.505096138,0.607322454,-0.296093762,-0.261788458,-0.689169586
0.760791779,-0.213031515,-0.346983463,-0.505387247,0.60785991,-0.295578808,-0.261101693,-0.689177394
0.761099458,-0.212819561,-0.345993549,-0.505691826,0.608565748,-0.295081675,-0.26028052,-0.689078212
0.761454046,-0.212557673,-0.344883204,-0.506026149,0.609376907,-0.294403255,-0.259397805,-0.688984394
0.761875868,-0.212240651,-0.343684524,-0.506340027,0.610250652,-0.293415815,-0.258530945,-0.688958108
0.762388289,-0.211667404,-0.342492402,-0.506616473,0.611039579,-0.292286515,-0.25777328,-0.689022779
0.762968123,-0.210942,-0.341325402,-0.506833732,0.611758351,-0.291102707,-0.257182539,-0.689106703
0.763537109,-0.210250691,-0.340262651,-0.506978512,0.612437665,-0.289935589,-0.256729096,-0.689164519
0.764056504,-0.209541023,-0.339352459,-0.507099986,0.613099098,-0.288836747,-0.256314129,-0.689192355
0.764512956,-0.208864838,-0.338529825,-0.507240593,0.61367476,-0.287858039,-0.255879581,-0.689250946
0.764920473,-0.208242312,-0.337767154,-0.507390499,0.614173114,-0.28696692,-0.255368799,-0.689368129
0.76527679,-0.207674921,-0.337031126,-0.507575274,0.614577413,-0.286202729,-0.25475949,-0.689550936
0.765609741,-0.207191497,-0.336325049,-0.507739127,0.614917278,-0.285559505,-0.254034638,-0.689781904
0.765929639,-0.206785902,-0.335597962,-0.50790298,0.615240753,-0.285048753,-0.253239185,-0.689997077
0.766216695,-0.20647347,-0.334843457,-0.508095205,0.615579367,-0.284604758,-0.25241816,-0.690179229
0.766459703,-0.206216395,-0.334120035,-0.508309305,0.615901232,-0.284178764,-0.251599491,-0.690366447
0.766690791,-0.205988392,-0.333384126,-0.50853622,0.616154194,-0.283676326,-0.250863612,-0.690615356
0.766917109,-0.205748588,-0.332671791,-0.508758485,0.616368532,-0.283043355,-0.250265419,-0.690900683
0.767131627,-0.205472976,-0.332081854,-0.508931816,0.616508126,-0.282400727,-0.249921635,-0.69116348
0.767297506,-0.205208555,-0.331615925,-0.509092271,0.616564751,-0.281844229,-0.249867603,-0.69135946
0.767383039,-0.204929486,-0.331328452,-0.509262919,0.616535604,-0.281418234,-0.249992356,-0.691513896
0.767410576,-0.204664141,-0.331213057,-0.509403229,0.616451144,-0.281103432,-0.250173897,-0.691651583
0.767380357,-0.204479337,-0.331173211,-0.509548724,0.616392493,-0.280901372,-0.250351191,-0.691721857
0.767346084,-0.204362974,-0.331164092,-0.509653091,0.616349101,-0.280843645,-0.250519007,-0.691723168
0.767303228,-0.20429568,-0.33122617,-0.509704292,0.616287708,-0.280978113,-0.250679284,-0.691665232
0.767237723,-0.204283997,-0.331403881,-0.509692013,0.61620158,-0.281287044,-0.250886291,-0.691541195
0.767122507,-0.204356268,-0.331718236,-0.509631991,0.616120934,-0.28171289,-0.251176566,-0.691334426
0.766930163,-0.204513237,-0.332208514,-0.509539306,0.616063952,-0.282323837,-0.251745909,-0.690928817
0.766675293,-0.204716399,-0.332953334,-0.509354889,0.615956306,-0.283286035,-0.252703011,-0.690281272
0.766326129,-0.205055237,-0.333997071,-0.509060681,0.615676582,-0.284591585,-0.253895879,-0.689555645
