sampleTimeFine,W4_acc_x,W4_acc_y,W4_acc_z,W4_gyro_x,W4_gyro_y,W4_gyro_z,W4_quat_w,W4_quat_x,W4_quat_y,W4_quat_z,W5_acc_x,W5_acc_y,W5_acc_z,W5_gyro_x,W5_gyro_y,W5_gyro_z,W5_quat_w,W5_quat_x,W5_quat_y,W5_quat_z
383570,9.826210975646973,0.3739576041698456,-1.0842792987823486,4.204599857330322,4.313138484954834,0.6516923308372498,0.46359574794769287,-0.5171762108802795,-0.5383171439170837,-0.47730782628059387,9.277063369750977,0.024866115301847458,3.3527488708496094,-0.46752992272377014,1.0599751472473145,0.4184282124042511,0.3653745949268341,-0.5194865465164185,-0.2540689706802368,-0.7294410467147827
384070,9.735106468200684,0.47448477149009705,-0.9410436749458313,2.0152432918548584,5.988292217254639,0.026989953592419624,0.46546390652656555,-0.5153456926345825,-0.5376142859458923,-0.47826066613197327,9.339139938354492,-0.020348183810710907,3.2981512546539307,-0.5048732161521912,0.22459132969379425,0.7329094409942627,0.3657797574996948,-0.5193391442298889,-0.2541996240615845,-0.729297399520874
384570,9.73060417175293,0.48478731513023376,-0.8585367798805237,-1.4467041492462158,4.0257744789123535,0.6056532263755798,0.46617555618286133,-0.5147960782051086,-0.5364153981208801,-0.4795038104057312,9.430834770202637,0.005894885398447514,3.2237396240234375,-1.837997555732727,-1.3947269916534424,0.11601487547159195,0.3653864860534668,-0.5198930501937866,-0.25421926379203796,-0.7290929555892944
385070,9.753661155700684,0.4000181257724762,-0.9358711838722229,-2.3602449893951416,0.9319695234298706,1.396912693977356,0.4660966992378235,-0.515288770198822,-0.5354474782943726,-0.4801327884197235,9.46567153930664,0.00999476294964552,3.178708076477051,-1.4769818782806396,-1.4503190517425537,-0.073615163564682,0.3649750053882599,-0.5203981995582581,-0.2543855309486389,-0.7288806438446045
385570,9.702030181884766,0.39132779836654663,-1.0578042268753052,-2.6635167598724365,-3.303736686706543,0.6803739070892334,0.4648197889328003,-0.5165521502494812,-0.5354455709457397,-0.4800150692462921,9.407386779785156,-0.0491194985806942,3.206836223602295,-1.4991838932037354,-1.1049104928970337,0.39772894978523254,0.3647267520427704,-0.5208576321601868,-0.25437167286872864,-0.7286815643310547
386070,9.786175727844238,0.3783071041107178,-1.1589959859848022,-2.3188905715942383,-4.71806001663208,0.05719961225986481,0.4631464183330536,-0.5179041028022766,-0.5359330773353577,-0.47963160276412964,9.326825141906738,-0.06388425081968307,3.2545158863067627,-1.3404620885849,-1.1849673986434937,0.9112679362297058,0.3644711971282959,-0.5214427709579468,-0.25416627526283264,-0.7284625768661499
386570,9.760623931884766,0.3450024724006653,-1.1801486015319824,-1.3713812828063965,-2.9462554454803467,0.34581634402275085,0.46211910247802734,-0.5188022255897522,-0.5361553430557251,-0.47940364480018616,9.346725463867188,-0.10586284101009369,3.2118773460388184,-1.3444361686706543,-1.0846508741378784,1.4625556468963623,0.36441633105278015,-0.5220523476600647,-0.2538270056247711,-0.7281717658042908
387070,9.761133193969727,0.3085508942604065,-1.1579298973083496,0.4225604236125946,-0.6321213841438293,0.7402005195617676,0.4621734619140625,-0.5188930034637451,-0.5362496376037598,-0.479147344827652,9.404743194580078,-0.08578046411275864,3.221935987472534,-2.4952709674835205,-1.1970651149749756,1.313916802406311,0.36397552490234375,-0.5228865742683411,-0.25312739610671997,-0.7280372381210327
387570,9.781871795654297,0.3508363664150238,-1.1383274793624878,1.642159104347229,-0.191194087266922,1.8247215747833252,0.4627786874771118,-0.5189582705497742,-0.5362083315849304,-0.47853824496269226,9.431280136108398,-0.1268588900566101,3.1827924251556396,-3.3500618934631348,-1.6585257053375244,1.750746488571167,0.36340224742889404,-0.5240597128868103,-0.2521106004714966,-0.7278328537940979
388070,9.782302856445312,0.36000481247901917,-1.105536699295044,0.34994417428970337,-0.54288250207901,2.0320284366607666,0.46304982900619507,-0.5194084048271179,-0.5359193086624146,-0.47811102867126465,9.457354545593262,-0.13086049258708954,3.1454858779907227,-2.9342598915100098,-1.7274831533432007,1.3717375993728638,0.3627816140651703,-0.5251519680023193,-0.2513121962547302,-0.7276313304901123
