sampleTimeFine,W4_acc_x,W4_acc_y,W4_acc_z,W4_gyro_x,W4_gyro_y,W4_gyro_z,W4_quat_w,W4_quat_x,W4_quat_y,W4_quat_z,W5_acc_x,W5_acc_y,W5_acc_z,W5_gyro_x,W5_gyro_y,W5_gyro_z,W5_quat_w,W5_quat_x,W5_quat_y,W5_quat_z
740646,9.179365158081055,-0.5756468176841736,3.491244316101074,-1.3729305267333984,2.8722875118255615,0.009376383386552334,0.5250471830368042,-0.4598700702190399,-0.33056432008743286,-0.6352733969688416,9.538376808166504,-0.6407087445259094,-1.910152792930603,-1.049736499786377,0.5982379913330078,-0.21790429949760437,0.23551629483699799,-0.7374614477157593,-0.23465321958065033,-0.5878950953483582
741146,9.140058517456055,-0.5622909665107727,3.5918734073638916,-1.9379304647445679,4.100644588470459,-0.1009695902466774,0.5251290202140808,-0.45909935235977173,-0.3290886878967285,-0.6365280151367188,9.64672565460205,-0.6488388776779175,-1.797033429145813,-0.9425216317176819,-0.12178836762905121,-0.5052275061607361,0.235022634267807,-0.73746657371521,-0.2348545789718628,-0.588005781173706
741646,9.011932373046875,-0.6257987022399902,3.682415246963501,0.11716978996992111,1.7105122804641724,-0.4764186143875122,0.5251566171646118,-0.45847418904304504,-0.3287930488586426,-0.6371084451675415,9.573448181152344,-0.6127812266349792,-1.815337896347046,-0.21763533353805542,0.3259023129940033,0.5149581432342529,0.2350420355796814,-0.7373958826065063,-0.2348298877477646,-0.5880964398384094
742146,9.05813217163086,-0.566186785697937,3.672412872314453,1.611480712890625,-1.8414591550827026,-0.06861642003059387,0.5250915288925171,-0.4585493206977844,-0.32964593172073364,-0.6366671323776245,9.532313346862793,-0.610953688621521,-1.7997832298278809,-0.5083436965942383,0.9667448997497559,0.8957934975624084,0.23512740433216095,-0.7372296452522278,-0.23453804850578308,-0.5883871912956238
742646,9.012409210205078,-0.5752197504043579,3.660506248474121,0.8133633136749268,-1.8890902996063232,0.5488097071647644,0.5249947309494019,-0.4589275121688843,-0.3301371932029724,-0.6362199783325195,9.728466987609863,-0.6656943559646606,-1.9279093742370605,-0.21263663470745087,1.3851370811462402,0.9681580066680908,0.2353549301624298,-0.7369380593299866,-0.23423728346824646,-0.5887813568115234
743146,9.283729553222656,-0.5836479067802429,3.5064492225646973,2.0598831176757812,-3.978968620300293,1.0074782371520996,0.5250315070152283,-0.45963239669799805,-0.33140242099761963,-0.6350216269493103,9.303327560424805,-0.7119056582450867,-1.957131028175354,0.46300727128982544,-0.7585073709487915,1.228302001953125,0.23568829894065857,-0.7371383309364319,-0.23429779708385468,-0.5883728861808777
743646,9.161771774291992,-0.5947995781898499,3.4384255409240723,-0.32448723912239075,-1.7250921726226807,0.7712303996086121,0.5248201489448547,-0.4602412283420563,-0.33151793479919434,-0.6346950531005859,9.73837661743164,-0.744808554649353,-2.0267841815948486,2.8147575855255127,-1.5609748363494873,0.9876536726951599,0.2365858256816864,-0.7372984290122986,-0.2350589632987976,-0.5875080823898315
744146,9.179234504699707,-0.662959098815918,3.516073703765869,1.6035048961639404,-0.6601337194442749,1.5860793590545654,0.5253329873085022,-0.46025553345680237,-0.3317301273345947,-0.6341491341590881,9.613456726074219,-0.6580535173416138,-1.904824137687683,3.380833387374878,1.1404294967651367,1.9366092681884766,0.23826968669891357,-0.7367704510688782,-0.2354876548051834,-0.5873181223869324
744646,9.12672233581543,-0.6264641284942627,3.540776014328003,1.6889808177947998,-0.2008548229932785,1.5958701372146606,0.5259537100791931,-0.46011412143707275,-0.3318741023540497,-0.6336618661880493,9.41447639465332,-0.7026910185813904,-1.9156602621078491,-0.4761998951435089,1.6560512781143188,1.9076790809631348,0.2387743890285492,-0.7365003824234009,-0.2349044233560562,-0.587685227394104
745146,9.166226387023926,-0.5851278305053711,3.4659037590026855,0.2751722037792206,-1.1815950870513916,0.3904934227466583,0.52579665184021,-0.46040311455726624,-0.3320811092853546,-0.633473813533783,9.690343856811523,-0.8869128823280334,-1.8819572925567627,-2.790405750274658,-0.0666741356253624,0.32610732316970825,0.23794230818748474,-0.7367560267448425,-0.23439966142177582,-0.5879040956497192
