sampleTimeFine,D4:22:CD:00:A9:12_acc_x,D4:22:CD:00:A9:12_acc_y,D4:22:CD:00:A9:12_acc_z,D4:22:CD:00:A9:12_gyro_x,D4:22:CD:00:A9:12_gyro_y,D4:22:CD:00:A9:12_gyro_z,D4:22:CD:00:A9:12_quat_w,D4:22:CD:00:A9:12_quat_x,D4:22:CD:00:A9:12_quat_y,D4:22:CD:00:A9:12_quat_z,D4:22:CD:00:A1:93_acc_x,D4:22:CD:00:A1:93_acc_y,D4:22:CD:00:A1:93_acc_z,D4:22:CD:00:A1:93_gyro_x,D4:22:CD:00:A1:93_gyro_y,D4:22:CD:00:A1:93_gyro_z,D4:22:CD:00:A1:93_quat_w,D4:22:CD:00:A1:93_quat_x,D4:22:CD:00:A1:93_quat_y,D4:22:CD:00:A1:93_quat_z
1683089,-0.116350457072258,0.24072688817977905,-0.37048038840293884,-0.5137386322021484,0.2625908851623535,-0.32103270292282104,0.7519925832748413,-0.21847976744174957,-0.5435577630996704,-0.30218976736068726,0.258669376373291,-0.3271128535270691,-0.2945270240306854,0.007729268167167902,0.039695437997579575,-0.5790827870368958,0.47992023825645447,-0.5448131561279297,-0.5276288390159607,-0.4409794807434082
1683256,9.339011192321777,0.026982484385371208,3.0770366191864014,0.27609845995903015,-0.24859687685966492,-0.2889496982097626,0.7520474791526794,-0.21804770827293396,-0.5438245534896851,-0.3018851578235626,9.633411407470703,-0.5890651941299438,-1.5076091289520264,-1.0233170986175537,-0.43239355087280273,0.36822736263275146,0.4800485074520111,-0.5447342991828918,-0.5279297232627869,-0.44057729840278625
1683423,9.341854095458984,0.03871602192521095,3.0627713203430176,0.257670134305954,-0.31360185146331787,-0.04690965265035629,0.7518779635429382,-0.21792875230312347,-0.5439772009849548,-0.3021182119846344,9.641307830810547,-0.6163517236709595,-1.4980950355529785,-0.8995565176010132,-0.6160110235214233,0.702985405921936,0.47962814569473267,-0.5455098748207092,-0.5275737047195435,-0.4405019283294678
1683589,9.342452049255371,0.009570306167006493,3.059452772140503,0.11085815727710724,-0.29738903045654297,0.03118986263871193,0.7516871690750122,-0.21776193380355835,-0.5442199110984802,-0.3022763431072235,9.647953987121582,-0.636214554309845,-1.4842191934585571,-0.6134753227233887,-0.5842640995979309,0.7055082321166992,0.47968852519989014,-0.5459213852882385,-0.5274807810783386,-0.4400373101234436
1684423,9.328994750976562,-0.00822170078754425,3.0893495082855225,0.6175413727760315,-0.09119401127099991,0.3540635406970978,0.7517099976539612,-0.21758025884628296,-0.5447022318840027,-0.30148041248321533,9.65415096282959,-0.667681097984314,-1.476211667060852,-0.04155660793185234,-0.546997606754303,0.6950710415840149,0.47974368929862976,-0.5464181303977966,-0.5271185040473938,-0.4397946894168854
1684589,9.32038688659668,0.01014927588403225,3.061558961868286,0.6126750111579895,-0.16120631992816925,0.2651234567165375,0.7517768740653992,-0.21755941212177277,-0.5447139739990234,-0.3013074994087219,9.661649703979492,-0.6592758893966675,-1.4921685457229614,0.48951634764671326,-0.48128828406333923,0.6461635828018188,0.4799942374229431,-0.546729326248169,-0.5268298983573914,-0.43948036432266235
1684756,9.333625793457031,0.014569468796253204,3.0706496238708496,0.5898924469947815,-0.3954344391822815,0.32086947560310364,0.7518055438995361,-0.21756133437156677,-0.5447510480880737,-0.30116748809814453,9.651817321777344,-0.640220046043396,-1.4931923151016235,1.0499863624572754,-0.2948662042617798,0.5387567281723022,0.4802882969379425,-0.5468947887420654,-0.5266607999801636,-0.43915578722953796
1684923,9.337523460388184,0.029020922258496284,3.0680031776428223,0.6366100907325745,-0.3933342695236206,0.3660503029823303,0.7518243789672852,-0.21756292879581451,-0.5447878837585449,-0.3010525703430176,9.64859676361084,-0.6175732016563416,-1.4902533292770386,1.2303763628005981,-0.3186475932598114,0.4635450839996338,0.48046883940696716,-0.547063410282135,-0.526496171951294,-0.4389455020427704
1685089,9.34388542175293,0.02627832628786564,3.0829410552978516,0.47185632586479187,-0.4419727623462677,0.4311962127685547,0.7518485188484192,-0.2175421416759491,-0.5448417067527771,-0.30090996623039246,9.652276039123535,-0.5721914172172546,-1.5152177810668945,1.1886534690856934,-0.4324064254760742,0.4855591654777527,0.480571448802948,-0.5472079515457153,-0.5263733863830566,-0.43880027532577515
1685256,9.334104537963867,0.007806611247360706,3.0853517055511475,0.4152778685092926,-0.3476411700248718,0.40851613879203796,0.7518427968025208,-0.21757322549819946,-0.5448582768440247,-0.30087190866470337,9.632171630859375,-0.5591903328895569,-1.494908332824707,0.9895786046981812,-0.5086042284965515,0.7264721989631653,0.4806455373764038,-0.547285795211792,-0.5263590812683105,-0.43863922357559204
